Search interest in same sex marriage by city on 6/26,,,,
"All values indexed to 100, where 100 is the max search interest",,,,
City,State,Country,Indexed Search Interest,Time in EST
New Britain,Connecticut,United States,3.1,11:30 AM
Conyers,Georgia,United States,3.1,11:30 AM
Peabody,Massachusetts,United States,3.1,11:30 AM
Elkridge,Maryland,United States,3.1,11:30 AM
Upper Darby,Pennsylvania,United States,3.1,11:30 AM
Day Heights,Ohio,United States,3.1,11:30 AM
Independence Township,Michigan,United States,3.1,11:30 AM
Gallatin,Tennessee,United States,3.1,11:30 AM
Amelia,Ohio,United States,3.1,11:30 AM
Morton,Illinois,United States,3.1,11:30 AM
Linthicum Heights,Maryland,United States,3.1,11:30 AM
Bellevue,Washington,United States,3.1,11:30 AM
San Marcos,Texas,United States,3.1,11:30 AM
Athens,Georgia,United States,3.1,11:30 AM
Akron,Ohio,United States,3.1,11:30 AM
Fort Lauderdale,Florida,United States,3.1,11:30 AM
Eau Claire,Wisconsin,United States,3.1,11:30 AM
Ocala,Florida,United States,3.1,11:30 AM
Scottsdale,Arizona,United States,3.1,11:30 AM
Clarksburg,Maryland,United States,3.1,11:30 AM
Arlington,Texas,United States,3.1,11:30 AM
Salisbury,North Carolina,United States,3.1,11:30 AM
Kirkland,Washington,United States,3.1,11:30 AM
Bethlehem,Pennsylvania,United States,3.1,11:30 AM
Long Beach,California,United States,3.1,11:30 AM
San Francisco,California,United States,2.8,11:30 AM
Durham,North Carolina,United States,2.7,11:30 AM
Larkspur,California,United States,2.6,11:30 AM
Los Angeles,California,United States,2.5,11:30 AM
Oakland,California,United States,2.4,11:30 AM
Johnstown,Pennsylvania,United States,2.3,11:30 AM
Hartford,Connecticut,United States,2.3,11:30 AM
St. Louis,Missouri,United States,2.3,11:30 AM
Ann Arbor,Michigan,United States,2.3,11:30 AM
Hyattsville,Maryland,United States,2.2,11:30 AM
Indianapolis,Indiana,United States,2.2,11:30 AM
New Haven,Connecticut,United States,2.2,11:30 AM
Nashville,Tennessee,United States,2.1,11:30 AM
Sandy Springs,Georgia,United States,2.1,11:30 AM
Des Moines,Iowa,United States,2.1,11:30 AM
Parsippany-Troy Hills,New Jersey,United States,2.1,11:30 AM
Santa Rosa,California,United States,2.1,11:30 AM
Fayetteville,Arkansas,United States,2.1,11:30 AM
McAllen,Texas,United States,2.1,11:30 AM
Hoover,Alabama,United States,2.1,11:30 AM
Santa Monica,California,United States,2.1,11:30 AM
Shreveport,Louisiana,United States,2.1,11:30 AM
Duluth,Georgia,United States,2.1,11:30 AM
Henderson,Nevada,United States,2.1,11:30 AM
Plano,Texas,United States,2.1,11:30 AM
Columbus,Ohio,United States,2.1,11:30 AM
Hampton,Virginia,United States,2.1,11:30 AM
Atlanta,Georgia,United States,2.1,11:30 AM
Detroit,Michigan,United States,2.0,11:30 AM
Minneapolis,Minnesota,United States,2.0,11:30 AM
Seattle,Washington,United States,2.0,11:30 AM
Portland,Oregon,United States,2.0,11:30 AM
Madison,Wisconsin,United States,2.0,11:30 AM
New Orleans,Louisiana,United States,2.0,11:30 AM
Washington,District of Columbia,United States,1.9,11:30 AM
Dallas,Texas,United States,1.9,11:30 AM
Baton Rouge,Louisiana,United States,1.9,11:30 AM
De Pere,Wisconsin,United States,1.9,11:30 AM
Saint Paul,Minnesota,United States,1.9,11:30 AM
Tampa,Florida,United States,1.9,11:30 AM
Leesburg,Virginia,United States,1.9,11:30 AM
Mesa,Arizona,United States,1.9,11:30 AM
Arlington,Virginia,United States,1.9,11:30 AM
Lincoln,Nebraska,United States,1.9,11:30 AM
Corpus Christi,Texas,United States,1.9,11:30 AM
Bridgewater,New Jersey,United States,1.8,11:30 AM
Jackson,Mississippi,United States,1.8,11:30 AM
Chicago,Illinois,United States,1.7,11:30 AM
Orlando,Florida,United States,1.7,11:30 AM
Boston,Massachusetts,United States,1.7,11:30 AM
Sheridan,Oregon,United States,1.6,11:30 AM
Houston,Texas,United States,1.6,11:30 AM
Rossford,Ohio,United States,1.6,11:30 AM
Brunswick,Maine,United States,1.6,11:30 AM
Cumming,Georgia,United States,1.6,11:30 AM
Wexford,Pennsylvania,United States,1.6,11:30 AM
Albuquerque,New Mexico,United States,1.6,11:30 AM
Coloma,California,United States,1.6,11:30 AM
Bethesda,Maryland,United States,1.6,11:30 AM
Holland,Michigan,United States,1.6,11:30 AM
Columbus,Georgia,United States,1.6,11:30 AM
Woodlawn,Maryland,United States,1.6,11:30 AM
Collinsville,Illinois,United States,1.6,11:30 AM
Grantley,Pennsylvania,United States,1.6,11:30 AM
Newport Beach,California,United States,1.6,11:30 AM
West Covina,California,United States,1.6,11:30 AM
Gloucester,Massachusetts,United States,1.6,11:30 AM
Moon,Pennsylvania,United States,1.6,11:30 AM
North Bethesda,Maryland,United States,1.6,11:30 AM
Fort Worth,Texas,United States,1.6,11:30 AM
Carmel,Indiana,United States,1.6,11:30 AM
Omaha,Nebraska,United States,1.6,11:30 AM
Pennsville Township,New Jersey,United States,1.6,11:30 AM
Kansas City,Missouri,United States,1.6,11:30 AM
Syracuse,New York,United States,1.6,11:30 AM
Altoona,Pennsylvania,United States,1.6,11:30 AM
Round Rock,Texas,United States,1.6,11:30 AM
Orange,California,United States,1.6,11:30 AM
Boise,Idaho,United States,1.6,11:30 AM
Chino,California,United States,1.6,11:30 AM
Clarksville,Tennessee,United States,1.6,11:30 AM
Centertown,Missouri,United States,1.6,11:30 AM
Bradenton,Florida,United States,1.6,11:30 AM
Sioux Falls,South Dakota,United States,1.6,11:30 AM
Alexandria,Virginia,United States,1.6,11:30 AM
Brookhaven,Georgia,United States,1.6,11:30 AM
Peachtree City,Georgia,United States,1.6,11:30 AM
Charlottesville,Virginia,United States,1.6,11:30 AM
Lancaster,Pennsylvania,United States,1.6,11:30 AM
Carrollton,Texas,United States,1.6,11:30 AM
Kendall,Florida,United States,1.6,11:30 AM
New Alexandria,Pennsylvania,United States,1.6,11:30 AM
Fort Wayne,Indiana,United States,1.6,11:30 AM
King of Prussia,Pennsylvania,United States,1.6,11:30 AM
Doral,Florida,United States,1.6,11:30 AM
Golden Valley,Minnesota,United States,1.6,11:30 AM
Tustin,California,United States,1.6,11:30 AM
Philadelphia,Pennsylvania,United States,1.5,11:30 AM
Yonkers,New York,United States,1.5,11:30 AM
Louisville,Kentucky,United States,1.4,11:30 AM
San Antonio,Texas,United States,1.4,11:30 AM
Phoenix,Arizona,United States,1.4,11:30 AM
El Paso,Texas,United States,1.3,11:30 AM
Providence,Rhode Island,United States,1.3,11:30 AM
Sunnyvale,California,United States,1.3,11:30 AM
Mission Bend,Texas,United States,1.3,11:30 AM
Bakersfield,California,United States,1.3,11:30 AM
New York,New York,United States,1.3,11:30 AM
Franklin,Tennessee,United States,1.3,11:30 AM
Riverside,California,United States,1.3,11:30 AM
Sacramento,California,United States,1.3,11:30 AM
Plantation,Florida,United States,1.3,11:30 AM
Birmingham,Alabama,United States,1.2,11:30 AM
Milwaukee,Wisconsin,United States,1.2,11:30 AM
Altamonte Springs,Florida,United States,1.2,11:30 AM
Richmond,Virginia,United States,1.1,11:30 AM
Denver,Colorado,United States,1.1,11:30 AM
Lexington,Kentucky,United States,1.0,11:30 AM
Newport News,Virginia,United States,1.0,11:30 AM
Jacksonville,Florida,United States,1.0,11:30 AM
Cincinnati,Ohio,United States,1.0,11:30 AM
San Jose,California,United States,1.0,11:30 AM
Chesapeake,Virginia,United States,1.0,11:30 AM
Columbia,Maryland,United States,1.0,11:30 AM
Thousand Oaks,California,United States,1.0,11:30 AM
Salt Lake City,Utah,United States,1.0,11:30 AM
Rockford,Illinois,United States,1.0,11:30 AM
Quincy,Massachusetts,United States,1.0,11:30 AM
Laramie,Wyoming,United States,1.0,11:30 AM
Chantilly,Virginia,United States,1.0,11:30 AM
Wheaton,Illinois,United States,1.0,11:30 AM
Raleigh,North Carolina,United States,1.0,11:30 AM
Newark,New Jersey,United States,1.0,11:30 AM
Tulsa,Oklahoma,United States,1.0,11:30 AM
Grapevine,Texas,United States,1.0,11:30 AM
Royal Oak,Michigan,United States,1.0,11:30 AM
San Diego,California,United States,1.0,11:30 AM
Anaheim,California,United States,1.0,11:30 AM
Rochester,New York,United States,1.0,11:30 AM
Greenville,North Carolina,United States,1.0,11:30 AM
Overland Park,Kansas,United States,1.0,11:30 AM
Buffalo,New York,United States,1.0,11:30 AM
St. Petersburg,Florida,United States,1.0,11:30 AM
Cedar Rapids,Iowa,United States,1.0,11:30 AM
Charlotte,North Carolina,United States,0.9,11:30 AM
Lafayette,Louisiana,United States,0.9,11:30 AM
Smyrna,Georgia,United States,0.9,11:30 AM
Irving,Texas,United States,0.9,11:30 AM
Myrtle Beach,South Carolina,United States,0.9,11:30 AM
Baltimore,Maryland,United States,0.9,11:30 AM
Norfolk,Virginia,United States,0.8,11:30 AM
Glenview,Illinois,United States,0.8,11:30 AM
Las Vegas,Nevada,United States,0.8,11:30 AM
Miami,Florida,United States,0.8,11:30 AM
Falmouth,Massachusetts,United States,0.8,11:30 AM
Hays,Kansas,United States,0.8,11:30 AM
Colorado Springs,Colorado,United States,0.7,11:30 AM
Greenwich,Connecticut,United States,0.7,11:30 AM
Port St. Lucie,Florida,United States,0.6,11:30 AM
Macon,Georgia,United States,0.6,11:30 AM
Danbury,Connecticut,United States,0.6,11:30 AM
Aurora,Illinois,United States,0.6,11:30 AM
Boca Raton,Florida,United States,0.6,11:30 AM
Cleveland,Ohio,United States,0.6,11:30 AM
Paradise,Nevada,United States,0.6,11:30 AM
Pittsburgh,Pennsylvania,United States,0.5,11:30 AM
Eden Prairie,Minnesota,United States,0.5,11:30 AM
Berkeley,California,United States,12.5,11:31 AM
Kalamazoo,Michigan,United States,9.4,11:31 AM
Merrick,New York,United States,9.4,11:31 AM
Frankfort,Kentucky,United States,9.4,11:31 AM
Charleston,West Virginia,United States,9.4,11:31 AM
Lafayette,Louisiana,United States,9.4,11:31 AM
The Woodlands,Texas,United States,7.8,11:31 AM
Athens,Georgia,United States,7.8,11:31 AM
Royal Oak,Michigan,United States,6.3,11:31 AM
Forest,Virginia,United States,6.3,11:31 AM
Orland Park,Illinois,United States,6.3,11:31 AM
Valparaiso,Indiana,United States,6.3,11:31 AM
Houma,Louisiana,United States,6.3,11:31 AM
Hickory,North Carolina,United States,6.3,11:31 AM
Guilford,Connecticut,United States,6.3,11:31 AM
Holyoke,Massachusetts,United States,6.3,11:31 AM
Canton,Ohio,United States,6.3,11:31 AM
Doral,Florida,United States,6.3,11:31 AM
Evans,Georgia,United States,6.3,11:31 AM
De Pere,Wisconsin,United States,6.3,11:31 AM
Owensboro,Kentucky,United States,6.3,11:31 AM
Newport,South Carolina,United States,6.3,11:31 AM
Trussville,Alabama,United States,6.3,11:31 AM
Brecksville,Ohio,United States,6.3,11:31 AM
Portland,Maine,United States,6.3,11:31 AM
Bloomfield Hills,Michigan,United States,6.3,11:31 AM
Coral Gables,Florida,United States,6.3,11:31 AM
Olathe,Kansas,United States,6.3,11:31 AM
Barrington Hills,Illinois,United States,6.3,11:31 AM
Fairborn,Ohio,United States,6.3,11:31 AM
Washington Township,New Jersey,United States,6.3,11:31 AM
Fishers,Indiana,United States,6.3,11:31 AM
Prescott Valley,Arizona,United States,6.3,11:31 AM
Harrisburg,Pennsylvania,United States,6.3,11:31 AM
Lubbock,Texas,United States,6.3,11:31 AM
Reston,Virginia,United States,6.3,11:31 AM
Drexel,North Carolina,United States,6.3,11:31 AM
Chapmansboro,Tennessee,United States,6.3,11:31 AM
Montclair,New Jersey,United States,6.3,11:31 AM
Lancaster,California,United States,6.3,11:31 AM
Commerce City,Colorado,United States,6.3,11:31 AM
Springfield,Missouri,United States,5.2,11:31 AM
College Station,Texas,United States,4.7,11:31 AM
Bay Lake,Florida,United States,4.7,11:31 AM
Murfreesboro,Tennessee,United States,4.7,11:31 AM
Arlington,Virginia,United States,4.7,11:31 AM
Sioux Falls,South Dakota,United States,4.7,11:31 AM
Southfield,Michigan,United States,4.7,11:31 AM
State College,Pennsylvania,United States,4.7,11:31 AM
Cambridge,Massachusetts,United States,4.7,11:31 AM
Wardsville,Missouri,United States,4.7,11:31 AM
Grand Rapids,Michigan,United States,4.2,11:31 AM
Wapwallopen,Pennsylvania,United States,4.2,11:31 AM
Chattanooga,Tennessee,United States,4.2,11:31 AM
Oakland,California,United States,4.2,11:31 AM
Plano,Texas,United States,3.8,11:31 AM
Elizabeth,New Jersey,United States,3.1,11:31 AM
Dracut,Massachusetts,United States,3.1,11:31 AM
Boulder,Colorado,United States,3.1,11:31 AM
Denville,New Jersey,United States,3.1,11:31 AM
Kenosha,Wisconsin,United States,3.1,11:31 AM
Henderson,Nevada,United States,3.1,11:31 AM
Rome,Georgia,United States,3.1,11:31 AM
Bradenton,Florida,United States,3.1,11:31 AM
Paducah,Kentucky,United States,3.1,11:31 AM
Gloucester,Massachusetts,United States,3.1,11:31 AM
Dalton,Georgia,United States,3.1,11:31 AM
Superior,Colorado,United States,3.1,11:31 AM
Chula Vista,California,United States,3.1,11:31 AM
Auburn,Alabama,United States,3.1,11:31 AM
Clayton,Missouri,United States,3.1,11:31 AM
Simpsonville,South Carolina,United States,3.1,11:31 AM
Collinsville,Illinois,United States,3.1,11:31 AM
Concord,New Hampshire,United States,3.1,11:31 AM
Wallingford,Connecticut,United States,3.1,11:31 AM
Jacksonville,North Carolina,United States,3.1,11:31 AM
Red Wing,Minnesota,United States,3.1,11:31 AM
Springfield,Massachusetts,United States,3.1,11:31 AM
Del Rio,California,United States,3.1,11:31 AM
Concord,California,United States,3.1,11:31 AM
Waco,Texas,United States,3.1,11:31 AM
Cherry Hill,New Jersey,United States,3.1,11:31 AM
Bentonville,Arkansas,United States,3.1,11:31 AM
Redmond,Washington,United States,3.1,11:31 AM
Coalville,Utah,United States,3.1,11:31 AM
Plymouth Township,Michigan,United States,3.1,11:31 AM
Elgin,Illinois,United States,3.1,11:31 AM
Carrboro,North Carolina,United States,3.1,11:31 AM
Roseland,New Jersey,United States,3.1,11:31 AM
Angleton,Texas,United States,3.1,11:31 AM
Brick,New Jersey,United States,3.1,11:31 AM
Stony Brook,New York,United States,3.1,11:31 AM
Pasadena,Texas,United States,3.1,11:31 AM
Bismarck,North Dakota,United States,3.1,11:31 AM
Oberlin,Ohio,United States,3.1,11:31 AM
Monticello,New York,United States,3.1,11:31 AM
Compton,California,United States,3.1,11:31 AM
Dixon,Illinois,United States,3.1,11:31 AM
Carrollton,Texas,United States,3.1,11:31 AM
New Hope,Alabama,United States,3.1,11:31 AM
Levittown,Pennsylvania,United States,3.1,11:31 AM
Duluth,Minnesota,United States,3.1,11:31 AM
Johnson City,Tennessee,United States,3.1,11:31 AM
Ypsilanti Township,Michigan,United States,3.1,11:31 AM
Pekin,Illinois,United States,3.1,11:31 AM
Fresno,California,United States,3.1,11:31 AM
Piscataway Township,New Jersey,United States,3.1,11:31 AM
Green,Ohio,United States,3.1,11:31 AM
Hartford,Connecticut,United States,3.1,11:31 AM
Roanoke,Virginia,United States,3.1,11:31 AM
Chino,California,United States,3.1,11:31 AM
St. Charles,Maryland,United States,3.1,11:31 AM
Tuttle,Oklahoma,United States,3.1,11:31 AM
Frankenmuth,Michigan,United States,3.1,11:31 AM
St. Petersburg,Florida,United States,3.1,11:31 AM
Rapid City,South Dakota,United States,3.1,11:31 AM
Cascade-Fairwood,Washington,United States,3.1,11:31 AM
North Richland Hills,Texas,United States,3.1,11:31 AM
Troy,Michigan,United States,3.1,11:31 AM
Baton Rouge,Louisiana,United States,3.1,11:31 AM
New Haven,Connecticut,United States,3.1,11:31 AM
Kendall,Florida,United States,3.1,11:31 AM
New Rochelle,New York,United States,3.1,11:31 AM
Glendale,Arizona,United States,3.1,11:31 AM
Shreveport,Louisiana,United States,3.1,11:31 AM
Union Hill-Novelty Hill,Washington,United States,3.1,11:31 AM
North Bethesda,Maryland,United States,3.1,11:31 AM
East Moline,Illinois,United States,3.1,11:31 AM
Boca Raton,Florida,United States,3.1,11:31 AM
Edwardsville,Illinois,United States,3.1,11:31 AM
Brentwood,Pennsylvania,United States,3.1,11:31 AM
South Salt Lake,Utah,United States,3.1,11:31 AM
Iowa City,Iowa,United States,3.1,11:31 AM
Macon,Georgia,United States,3.1,11:31 AM
Roseville,Minnesota,United States,3.1,11:31 AM
Kennesaw,Georgia,United States,3.1,11:31 AM
Davie,Florida,United States,3.1,11:31 AM
Richmond,Virginia,United States,2.8,11:31 AM
Seattle,Washington,United States,2.7,11:31 AM
Mountain View,California,United States,2.6,11:31 AM
Ann Arbor,Michigan,United States,2.6,11:31 AM
Larkspur,California,United States,2.6,11:31 AM
Tucson,Arizona,United States,2.5,11:31 AM
Paradise,Nevada,United States,2.4,11:31 AM
Saint Paul,Minnesota,United States,2.4,11:31 AM
Alpharetta,Georgia,United States,2.3,11:31 AM
Hyattsville,Maryland,United States,2.3,11:31 AM
Falmouth,Massachusetts,United States,2.3,11:31 AM
Scottsdale,Arizona,United States,2.3,11:31 AM
Thousand Oaks,California,United States,2.3,11:31 AM
Smyrna,Georgia,United States,2.3,11:31 AM
Kansas City,Missouri,United States,2.3,11:31 AM
Houston,Texas,United States,2.2,11:31 AM
Irvine,California,United States,2.2,11:31 AM
Columbus,Ohio,United States,2.2,11:31 AM
Charlotte,North Carolina,United States,2.2,11:31 AM
San Francisco,California,United States,2.1,11:31 AM
Duluth,Georgia,United States,2.1,11:31 AM
Indianapolis,Indiana,United States,2.1,11:31 AM
Pittsburgh,Pennsylvania,United States,2.1,11:31 AM
Portland,Oregon,United States,2.1,11:31 AM
Milwaukee,Wisconsin,United States,2.1,11:31 AM
Glendale,California,United States,2.1,11:31 AM
Lincoln,Nebraska,United States,2.1,11:31 AM
Edina,Minnesota,United States,2.1,11:31 AM
Paterson,New Jersey,United States,2.1,11:31 AM
Providence,Rhode Island,United States,2.1,11:31 AM
Boston,Massachusetts,United States,2.1,11:31 AM
Morro Bay,California,United States,2.1,11:31 AM
Bellevue,Washington,United States,2.1,11:31 AM
Anaheim,California,United States,2.1,11:31 AM
Rancho Cucamonga,California,United States,2.1,11:31 AM
Ames,Iowa,United States,2.1,11:31 AM
Cumming,Georgia,United States,2.1,11:31 AM
Grantley,Pennsylvania,United States,2.1,11:31 AM
Tempe,Arizona,United States,2.1,11:31 AM
Austin,Texas,United States,2.1,11:31 AM
Omaha,Nebraska,United States,2.0,11:31 AM
Albany,New York,United States,2.0,11:31 AM
Tallahassee,Florida,United States,2.0,11:31 AM
New Orleans,Louisiana,United States,1.9,11:31 AM
Arlington,Texas,United States,1.9,11:31 AM
Johnstown,Pennsylvania,United States,1.9,11:31 AM
El Paso,Texas,United States,1.9,11:31 AM
Madison,Wisconsin,United States,1.8,11:31 AM
St. Louis,Missouri,United States,1.8,11:31 AM
Louisville,Kentucky,United States,1.8,11:31 AM
Boise,Idaho,United States,1.8,11:31 AM
Los Angeles,California,United States,1.8,11:31 AM
Dallas,Texas,United States,1.8,11:31 AM
Phoenix,Arizona,United States,1.7,11:31 AM
Atlanta,Georgia,United States,1.7,11:31 AM
Yonkers,New York,United States,1.7,11:31 AM
Sheridan,Oregon,United States,1.6,11:31 AM
Vancouver,Washington,United States,1.6,11:31 AM
Marysville,Ohio,United States,1.6,11:31 AM
Bellmore,New York,United States,1.6,11:31 AM
Hays,Kansas,United States,1.6,11:31 AM
Irmo,South Carolina,United States,1.6,11:31 AM
Roseville,California,United States,1.6,11:31 AM
Tucker,Georgia,United States,1.6,11:31 AM
Beaverton,Oregon,United States,1.6,11:31 AM
Pontiac,Michigan,United States,1.6,11:31 AM
Annandale,Virginia,United States,1.6,11:31 AM
Blacksburg,Virginia,United States,1.6,11:31 AM
Garland,Texas,United States,1.6,11:31 AM
Corpus Christi,Texas,United States,1.6,11:31 AM
Gastonia,North Carolina,United States,1.6,11:31 AM
Holland,Michigan,United States,1.6,11:31 AM
Round Rock,Texas,United States,1.6,11:31 AM
Tupelo,Mississippi,United States,1.6,11:31 AM
